order_id,brand_name,product_name,sales_amount,sales_date
0000075,Samsung,galaxy11,1003.0,2021-05-01
0000076,Samsung,galaxy11,790.5,2022-01-06
0000077,Nokia,Nk500,660.0,2020-12-01
0000078,Samsung,galaxy11,765.0,2020-09-01
0000079,Apple,IpadMini,376.0,2021-03-23
0000080,Apple,IpadMax,405.0,2022-07-17
0000081,Nokia,Nk400,756.0,2020-03-02
0000082,Apple,IpadMax,460.0,2022-09-26
0000083,Apple,iphone13,1026.0,2021-05-19
0000084,Apple,iphoneSE,721.0,2022-07-06
0000085,Samsung,watch340,312.0,2021-09-13
0000086,Nokia,Nk500,810.0,2021-08-10
0000087,Nokia,Nk400,784.0,2021-02-08
0000088,Apple,iphone13,1111.5,2020-04-04
0000089,Apple,iphone12,810.0,2021-03-27
0000090,Nokia,Nk320,516.0,2020-06-10
0000091,Nokia,Nk320,672.0,2022-08-26
0000092,Samsung,galaxy12,840.0,2022-10-13
0000093,Nokia,Nk500,690.0,2022-06-03
0000094,Samsung,watch340,303.0,2020-01-14
0000095,Nokia,Nk400,714.0,2021-07-13
0000096,Apple,Macbook512,1600.0,2020-09-25
0000097,Apple,iphone13,1102.0,2021-11-06
0000098,Apple,iphone11,888.0,2022-04-04
0000099,Samsung,watch320,273.9,2022-09-28
0000100,Nokia,Nk400,616.0,2021-09-10
0000101,Apple,IpadMax,455.0,2021-04-02
0000102,Nokia,Nk320,630.0,2021-06-03
0000103,Samsung,galaxy13,963.0,2022-11-30
0000104,Nokia,Nk400,609.0,2020-07-02
0000105,Apple,IpadMax,440.0,2022-03-01
0000106,Apple,Macbook512,1632.0,2020-10-17
0000107,Nokia,Nk400,819.0,2022-01-23
0000108,Samsung,galaxy10,872.0,2021-11-14
0000109,Nokia,Nk500,660.0,2022-07-25
0000110,Nokia,Nk400,595.0,2022-04-02
0000111,Samsung,galaxy11,901.0,2020-04-13
0000112,Apple,iphone11,872.0,2020-02-15
0000113,Apple,iphone13,1102.0,2020-06-29
0000114,Nokia,Nk400,581.0,2021-04-17
0000115,Samsung,galaxy12,761.25,2021-07-19
0000116,Samsung,galaxy11,807.5,2020-12-03
0000117,Samsung,galaxy10,664.0,2022-02-06
0000118,Apple,laptop256,1680.0,2022-07-01
0000119,Apple,iphoneSE,672.0,2020-02-05
0000120,Samsung,galaxy11,1011.5,2021-10-22
0000121,Apple,IpadMax,445.0,2022-04-17
0000122,Apple,iphoneSE,630.0,2020-10-21
0000123,Apple,iphone12,801.0,2021-08-20
0000124,Apple,IpadMax,535.0,2021-06-28
0000125,Nokia,Nk500,712.5,2020-01-07
0000126,Samsung,watch340,315.0,2021-03-17
0000127,Nokia,Nk320,672.0,2021-07-22
0000128,Samsung,galaxy10,816.0,2021-02-06
0000129,Samsung,watch340,246.0,2020-02-03
0000130,Apple,laptop256,1540.0,2021-07-18
0000131,Nokia,Nk400,623.0,2021-04-22
0000132,Nokia,Nk400,595.0,2022-11-02
0000133,Samsung,watch340,327.0,2020-03-11
0000134,Apple,laptop256,1610.0,2021-09-19
0000135,Samsung,galaxy11,867.0,2022-01-18
0000136,Apple,Macbook512,1792.0,2021-11-25
0000137,Apple,iphoneSE,574.0,2020-09-17
0000138,Apple,iphone12,837.0,2022-06-01
0000139,Samsung,galaxy12,953.75,2022-11-13
0000140,Apple,iphone12,828.0,2020-11-30
0000141,Nokia,Nk500,645.0,2021-10-06
0000142,Samsung,watch320,286.35,2020-06-01
0000143,Nokia,Nk320,558.0,2020-12-18
0000144,Nokia,Nk320,702.0,2022-01-27
0000145,Nokia,Nk320,714.0,2021-09-07
0000146,Nokia,Nk500,832.5,2020-01-27
0000147,Samsung,watch320,216.63,2021-09-27
0000148,Nokia,Nk320,690.0,2022-09-24
0000149,Nokia,Nk400,728.0,2021-09-06
0000150,Apple,iphone11,856.0,2021-09-08
0000151,Apple,laptop256,1288.0,2021-09-14
0000152,Nokia,Nk320,528.0,2022-09-18
0000153,Apple,iphone11,936.0,2021-10-03
0000154,Apple,iphone12,792.0,2021-08-14
0000155,Nokia,Nk320,558.0,2022-06-14
0000156,Nokia,Nk500,697.5,2021-04-25
0000157,Nokia,Nk400,658.0,2021-01-27
0000158,Apple,iphone12,765.0,2020-08-31
0000159,Nokia,Nk500,900.0,2021-01-14
0000160,Apple,Macbook512,1472.0,2022-02-21
0000161,Nokia,Nk400,672.0,2020-07-11
0000162,Nokia,Nk400,560.0,2022-10-21
0000163,Samsung,galaxy10,872.0,2020-04-15
0000164,Samsung,galaxy11,765.0,2021-07-30
0000165,Apple,iphone11,944.0,2021-10-28
0000166,Samsung,galaxy12,840.0,2022-11-19
0000167,Samsung,galaxy10,720.0,2022-06-08
0000168,Apple,Macbook512,1664.0,2022-01-23
0000169,Samsung,galaxy13,792.0,2021-10-16
0000170,Nokia,Nk320,516.0,2021-06-28
0000171,Samsung,galaxy12,761.25,2022-11-21
0000172,Samsung,galaxy13,810.0,2021-02-17
0000173,Apple,iphone12,945.0,2022-10-07
0000174,Nokia,Nk500,622.5,2022-02-19
0000175,Nokia,Nk400,616.0,2022-05-05
0000176,Apple,IpadMini,460.0,2022-09-05
0000177,Apple,iphoneSE,574.0,2022-01-29
0000178,Samsung,watch320,216.63,2022-09-27
0000179,Nokia,Nk500,742.5,2021-05-25
0000180,Apple,IpadMax,500.0,2020-12-07
0000181,Apple,IpadMini,344.0,2022-06-05
0000182,Nokia,Nk320,618.0,2021-10-22
0000183,Samsung,watch340,303.0,2021-04-14
0000184,Apple,iphone13,817.0,2021-04-29
0000185,Samsung,galaxy12,761.25,2021-06-08
0000186,Samsung,galaxy11,901.0,2022-12-01
0000187,Apple,IpadMax,400.0,2022-10-31
0000188,Apple,Macbook512,1488.0,2020-06-20
0000189,Nokia,Nk320,540.0,2021-04-19
0000190,Nokia,Nk500,637.5,2022-06-05
0000191,Apple,iphone12,810.0,2021-07-08
0000192,Nokia,Nk400,595.0,2022-11-08
0000193,Apple,iphone11,656.0,2020-06-12
0000194,Nokia,Nk320,486.0,2022-09-19
0000195,Apple,IpadMini,368.0,2021-01-20
0000196,Apple,iphoneSE,651.0,2022-07-03
0000197,Nokia,Nk400,749.0,2021-05-11
0000198,Samsung,galaxy11,731.0,2021-07-10
0000199,Samsung,watch320,286.35,2020-06-05
0000200,Samsung,galaxy13,945.0,2021-05-28
0000201,Samsung,galaxy13,810.0,2020-05-01
0000202,Nokia,Nk500,720.0,2022-05-18
0000203,Samsung,galaxy11,816.0,2020-11-25
0000204,Samsung,galaxy11,1003.0,2020-06-07
0000205,Samsung,watch320,221.61,2022-12-12
0000206,Samsung,watch320,246.51,2020-06-01
0000207,Samsung,galaxy12,743.75,2020-01-07
0000208,Samsung,watch340,306.0,2022-07-19
0000209,Samsung,galaxy13,999.0,2021-12-22
0000210,Nokia,Nk400,833.0,2021-10-24
0000211,Nokia,Nk400,840.0,2021-08-10
0000212,Nokia,Nk500,855.0,2021-10-10
0000213,Nokia,Nk400,840.0,2021-11-12
0000214,Samsung,galaxy11,867.0,2020-12-13
0000215,Samsung,galaxy13,1071.0,2020-10-20
0000216,Nokia,Nk320,522.0,2022-11-10
0000217,Samsung,watch340,327.0,2021-08-15
0000218,Apple,iphone11,824.0,2021-06-11
0000219,Samsung,galaxy11,850.0,2020-07-31
0000220,Nokia,Nk500,870.0,2022-02-21
0000221,Samsung,galaxy12,857.5,2022-08-04
0000222,Nokia,Nk400,805.0,2021-03-03
0000223,Samsung,galaxy12,726.25,2022-03-17
0000224,Apple,iphone11,856.0,2022-11-29
0000225,Samsung,galaxy11,960.5,2020-09-21
0000226,Apple,Macbook512,1392.0,2022-12-14
0000227,Nokia,Nk500,772.5,2021-03-10
0000228,Nokia,Nk500,690.0,2021-05-10
0000229,Samsung,galaxy13,1026.0,2020-06-09
0000230,Apple,IpadMini,448.0,2022-04-04
0000231,Samsung,watch340,261.0,2022-07-27
0000232,Apple,iphone11,864.0,2020-08-05
0000233,Nokia,Nk500,795.0,2021-04-11
0000234,Samsung,watch320,211.65,2021-11-28
0000235,Samsung,watch340,288.0,2020-10-21
0000236,Samsung,galaxy13,981.0,2022-11-04
0000237,Nokia,Nk400,707.0,2020-09-26
0000238,Samsung,watch340,291.0,2020-03-29
0000239,Apple,iphoneSE,560.0,2020-11-02
0000240,Apple,iphone13,997.5,2022-02-05
0000241,Apple,IpadMax,590.0,2021-11-22
0000242,Nokia,Nk500,622.5,2020-02-22
0000243,Apple,IpadMax,415.0,2020-01-19
0000244,Nokia,Nk500,645.0,2021-05-14
0000245,Samsung,galaxy12,831.25,2021-05-15
0000246,Apple,iphone11,664.0,2022-03-16
0000247,Apple,iphone12,747.0,2022-10-08
0000248,Nokia,Nk400,595.0,2020-11-14
0000249,Samsung,galaxy12,1032.5,2020-01-09
0000250,Apple,iphone12,774.0,2022-10-29
0000251,Apple,iphone13,1121.0,2020-08-04
0000252,Nokia,Nk320,546.0,2021-02-02
0000253,Samsung,watch320,256.47,2020-07-21
0000254,Apple,iphone13,940.5,2022-12-30
0000255,Nokia,Nk400,602.0,2020-06-03
0000256,Samsung,galaxy12,901.25,2021-06-14
0000257,Apple,Macbook512,1296.0,2021-05-03
0000258,Samsung,watch340,303.0,2022-09-23
0000259,Samsung,watch320,298.8,2022-01-18
0000260,Samsung,galaxy12,901.25,2022-10-30
0000261,Samsung,galaxy13,729.0,2021-07-18
0000262,Nokia,Nk500,720.0,2022-11-06
0000263,Nokia,Nk320,606.0,2022-02-09
0000264,Apple,iphoneSE,686.0,2021-02-13
0000265,Apple,Macbook512,1648.0,2020-01-16
0000266,Samsung,galaxy12,796.25,2020-08-06
0000267,Apple,Macbook512,1424.0,2020-02-09
0000268,Nokia,Nk400,728.0,2021-04-02
0000269,Nokia,Nk400,819.0,2020-05-27
0000270,Nokia,Nk500,742.5,2021-10-16
0000271,Apple,Macbook512,1280.0,2021-09-26
0000272,Apple,iphone13,940.5,2022-05-06
0000273,Samsung,galaxy10,840.0,2022-06-16
0000274,Samsung,galaxy11,909.5,2020-04-18
0000275,Nokia,Nk320,600.0,2021-07-20
0000276,Samsung,galaxy10,744.0,2021-12-06
0000277,Apple,IpadMini,436.0,2021-10-25
0000278,Samsung,galaxy10,672.0,2021-03-31
0000279,Samsung,galaxy12,796.25,2021-03-22
0000280,Nokia,Nk400,609.0,2022-04-14
0000281,Nokia,Nk400,658.0,2022-02-01
0000282,Nokia,Nk500,727.5,2020-11-15
0000283,Samsung,galaxy10,736.0,2021-09-14
0000284,Samsung,watch340,324.0,2021-04-15
0000285,Samsung,galaxy11,892.5,2022-10-18
0000286,Samsung,watch340,264.0,2022-02-18
0000287,Apple,IpadMini,352.0,2022-08-18
0000288,Apple,IpadMini,384.0,2021-01-29
0000289,Apple,iphone12,900.0,2020-03-03
0000290,Samsung,galaxy10,800.0,2022-06-25
0000291,Nokia,Nk400,693.0,2022-01-18
0000292,Samsung,galaxy13,828.0,2021-01-19
0000293,Samsung,galaxy10,944.0,2020-03-03
0000294,Samsung,galaxy13,1080.0,2021-07-03
0000295,Samsung,galaxy11,892.5,2020-07-01
0000296,Samsung,galaxy10,864.0,2020-06-29
0000297,Samsung,watch340,330.0,2020-05-27
0000298,Nokia,Nk320,636.0,2022-06-02
0000299,Apple,IpadMini,380.0,2022-12-23
0000300,Nokia,Nk500,810.0,2021-08-04
0000301,Samsung,galaxy12,866.25,2020-06-15
0000302,Nokia,Nk320,708.0,2021-08-18
0000303,Nokia,Nk400,840.0,2020-04-18
0000304,Samsung,galaxy11,782.0,2022-04-01
0000305,Nokia,Nk400,791.0,2020-02-09
0000306,Nokia,Nk500,795.0,2021-03-10
0000307,Samsung,galaxy11,952.0,2020-09-17
0000308,Samsung,galaxy13,819.0,2022-10-19
0000309,Nokia,Nk400,574.0,2022-05-23
0000310,Samsung,galaxy12,962.5,2021-02-03
0000311,Apple,iphone12,756.0,2021-03-09
0000312,Nokia,Nk400,609.0,2020-01-14
0000313,Apple,IpadMini,468.0,2022-10-10
0000314,Samsung,galaxy10,760.0,2021-10-01
0000315,Nokia,Nk320,522.0,2020-02-21
0000316,Nokia,Nk400,616.0,2022-10-07
0000317,Apple,iphone12,720.0,2021-04-18
0000318,Samsung,galaxy10,704.0,2021-09-16
0000319,Apple,laptop256,1554.0,2021-04-05
0000320,Samsung,watch340,309.0,2020-03-15
0000321,Samsung,galaxy12,1023.75,2020-08-24
0000322,Apple,IpadMax,595.0,2022-08-17
0000323,Apple,IpadMax,550.0,2021-02-09
0000324,Apple,iphone12,819.0,2022-07-28
0000325,Apple,laptop256,1372.0,2020-05-03
0000326,Samsung,galaxy13,801.0,2021-06-08
0000327,Apple,iphone11,720.0,2022-06-29
0000328,Samsung,galaxy12,796.25,2021-11-26
0000329,Nokia,Nk320,570.0,2020-07-14
0000330,Apple,iphone13,1054.5,2022-04-26
0000331,Apple,iphone12,873.0,2020-10-08
0000332,Nokia,Nk500,810.0,2022-07-01
0000333,Samsung,galaxy10,896.0,2020-10-06
0000334,Apple,IpadMini,476.0,2021-03-25
0000335,Nokia,Nk500,765.0,2021-02-27
0000336,Nokia,Nk500,697.5,2022-09-19
0000337,Samsung,watch320,219.12,2020-03-01
0000338,Apple,iphone11,888.0,2021-04-25
0000339,Apple,iphone11,768.0,2020-12-05
0000340,Samsung,watch340,246.0,2022-12-06
0000341,Apple,Macbook512,1328.0,2022-07-12
0000342,Apple,iphone11,752.0,2020-06-05
0000343,Nokia,Nk500,892.5,2020-11-15
0000344,Samsung,galaxy11,688.5,2021-08-02
0000345,Nokia,Nk320,570.0,2020-07-09
0000346,Samsung,watch320,258.96,2022-04-01
0000347,Nokia,Nk400,777.0,2021-12-05
0000348,Samsung,galaxy13,1017.0,2020-06-17
0000349,Samsung,watch320,201.69,2020-05-29
0000350,Samsung,watch320,206.67,2022-07-14
0000351,Nokia,Nk500,772.5,2020-06-27
0000352,Nokia,Nk320,498.0,2020-01-28
0000353,Samsung,watch340,252.0,2021-03-12
0000354,Nokia,Nk320,564.0,2020-07-10
0000355,Apple,iphone13,1035.5,2021-01-01
0000356,Nokia,Nk320,690.0,2021-10-27
0000357,Samsung,watch340,333.0,2021-07-14
0000358,Apple,iphone11,704.0,2021-08-11
0000359,Apple,IpadMax,470.0,2020-02-24
0000360,Nokia,Nk320,648.0,2020-03-01
0000361,Samsung,galaxy11,765.0,2021-03-22
0000362,Apple,IpadMini,324.0,2021-10-01
0000363,Samsung,galaxy13,846.0,2021-01-29
0000364,Samsung,galaxy12,988.75,2020-03-15
0000365,Samsung,watch340,339.0,2020-12-29
0000366,Apple,iphone12,1062.0,2021-05-17
0000367,Samsung,watch320,226.59,2022-10-05
0000368,Nokia,Nk500,660.0,2020-06-09
0000369,Samsung,galaxy12,717.5,2020-05-30
0000370,Apple,iphone11,672.0,2021-06-29
0000371,Nokia,Nk320,600.0,2021-05-29
0000372,Apple,IpadMini,424.0,2020-11-03
0000373,Apple,IpadMax,500.0,2021-12-07
0000374,Samsung,watch340,297.0,2022-02-26
0000375,Apple,iphone11,864.0,2021-03-13
0000376,Samsung,watch340,246.0,2022-08-10
0000377,Apple,iphone12,927.0,2021-11-19
0000378,Apple,iphone11,736.0,2020-03-31
0000379,Apple,iphoneSE,686.0,2020-12-01
0000380,Samsung,galaxy13,774.0,2020-01-30
0000381,Apple,iphone11,712.0,2022-09-01
0000382,Samsung,galaxy10,944.0,2021-07-15
0000383,Samsung,galaxy11,875.5,2020-09-28
0000384,Apple,IpadMini,476.0,2020-07-03
0000385,Samsung,galaxy11,858.5,2021-11-18
0000386,Apple,iphone13,1121.0,2022-09-10
0000387,Nokia,Nk400,763.0,2020-07-23
0000388,Apple,iphoneSE,560.0,2020-07-13
0000389,Samsung,galaxy13,918.0,2021-12-21
0000390,Nokia,Nk320,624.0,2021-10-04
0000391,Apple,iphoneSE,588.0,2022-08-10
0000392,Apple,iphoneSE,560.0,2020-09-21
0000393,Nokia,Nk400,623.0,2022-12-13
0000394,Nokia,Nk400,567.0,2020-06-05
0000395,Samsung,galaxy13,756.0,2022-11-19
0000396,Apple,Macbook512,1632.0,2022-06-23
0000397,Apple,laptop256,1554.0,2021-03-23
0000398,Nokia,Nk500,900.0,2022-03-23
0000399,Nokia,Nk500,697.5,2021-02-01
0000400,Nokia,Nk500,645.0,2021-10-21
0000401,Apple,IpadMax,415.0,2022-10-28
0000402,Apple,iphone12,1053.0,2021-10-26
0000403,Nokia,Nk500,862.5,2021-06-20
0000404,Samsung,watch320,211.65,2021-06-05
0000405,Nokia,Nk500,690.0,2022-03-07
0000406,Apple,iphone12,801.0,2022-09-04
0000407,Apple,IpadMax,590.0,2021-09-04
0000408,Samsung,galaxy12,997.5,2020-10-22
0000409,Samsung,galaxy13,738.0,2020-08-21
0000410,Apple,iphoneSE,637.0,2020-05-16
0000411,Samsung,galaxy12,1006.25,2021-01-30
0000412,Apple,IpadMini,472.0,2020-09-18
0000413,Apple,iphone12,891.0,2022-01-13
0000414,Nokia,Nk500,780.0,2021-08-08
0000415,Apple,laptop256,1190.0,2021-02-03
0000416,Nokia,Nk400,840.0,2020-05-27
0000417,Samsung,galaxy11,697.0,2021-07-09
0000418,Samsung,galaxy13,1071.0,2022-11-02
0000419,Nokia,Nk320,636.0,2020-12-11
0000420,Samsung,galaxy12,708.75,2021-01-18
0000421,Samsung,galaxy10,744.0,2020-06-20
0000422,Nokia,Nk320,714.0,2021-02-01
0000423,Nokia,Nk500,892.5,2022-09-16
0000424,Apple,iphoneSE,728.0,2022-03-05
0000425,Apple,laptop256,1596.0,2020-05-09
0000426,Apple,Macbook512,1600.0,2022-12-28
0000427,Nokia,Nk320,522.0,2021-02-16
0000428,Samsung,galaxy13,954.0,2021-11-15
0000429,Apple,IpadMax,515.0,2020-03-14
0000430,Nokia,Nk400,749.0,2021-11-24
0000431,Apple,iphone12,864.0,2020-05-10
0000432,Nokia,Nk400,560.0,2020-02-24
0000433,Apple,iphone13,788.5,2020-09-18
0000434,Nokia,Nk500,630.0,2022-09-16
0000435,Samsung,galaxy11,1003.0,2020-01-22
0000436,Apple,iphone11,824.0,2021-10-22
0000437,Apple,laptop256,1624.0,2021-12-30
0000438,Apple,iphoneSE,693.0,2022-02-09
0000439,Apple,iphone13,997.5,2022-12-09
0000440,Nokia,Nk500,607.5,2020-07-09
0000441,Samsung,galaxy12,892.5,2022-01-21
0000442,Apple,Macbook512,1280.0,2022-12-11
0000443,Apple,iphoneSE,826.0,2021-01-27
0000444,Nokia,Nk320,582.0,2022-08-18
0000445,Samsung,watch340,354.0,2021-12-27
0000446,Nokia,Nk500,892.5,2020-08-12
0000447,Samsung,galaxy11,807.5,2021-08-29
0000448,Samsung,galaxy10,672.0,2022-12-07
0000449,Apple,Macbook512,1392.0,2022-05-20
0000450,Samsung,watch340,315.0,2021-09-23
0000451,Samsung,galaxy10,912.0,2021-07-02
0000452,Apple,IpadMini,428.0,2020-07-03
0000453,Nokia,Nk400,714.0,2022-02-13
0000454,Apple,IpadMini,368.0,2022-10-20
0000455,Nokia,Nk500,795.0,2020-07-05
0000456,Samsung,watch340,318.0,2020-07-25
0000457,Samsung,galaxy10,864.0,2021-03-20
0000458,Samsung,watch340,243.0,2021-07-19
0000459,Nokia,Nk320,624.0,2021-01-04
0000460,Apple,laptop256,1190.0,2021-03-02
0000461,Apple,iphone13,788.5,2022-06-22
0000462,Samsung,galaxy12,980.0,2022-05-13
0000463,Nokia,Nk400,819.0,2020-05-12
0000464,Samsung,galaxy13,1071.0,2021-10-06
0000465,Nokia,Nk400,791.0,2020-03-13
0000466,Nokia,Nk320,486.0,2020-10-23
0000467,Apple,IpadMax,400.0,2020-04-12
0000468,Samsung,galaxy13,945.0,2021-08-29
0000469,Samsung,galaxy12,875.0,2022-04-15
0000470,Nokia,Nk500,690.0,2022-04-24
0000471,Samsung,watch320,224.1,2022-02-17
0000472,Samsung,watch320,246.51,2021-05-17
0000473,Nokia,Nk500,832.5,2021-03-30
0000474,Nokia,Nk500,690.0,2021-11-13
0000475,Apple,laptop256,1134.0,2020-09-14
0000476,Nokia,Nk500,885.0,2021-06-25
0000477,Nokia,Nk400,728.0,2020-07-23
0000478,Nokia,Nk500,652.5,2020-11-28
0000479,Nokia,Nk400,581.0,2020-08-19
0000480,Samsung,galaxy12,743.75,2022-08-07
0000481,Apple,iphone13,1073.5,2022-08-14
0000482,Apple,iphone12,891.0,2020-12-23
0000483,Samsung,galaxy13,738.0,2022-04-05
0000484,Apple,IpadMini,364.0,2022-09-12
0000485,Apple,IpadMini,404.0,2022-01-20
0000486,Samsung,watch320,256.47,2021-06-07
0000487,Samsung,galaxy13,999.0,2020-09-08
0000488,Samsung,galaxy11,773.5,2021-03-22
0000489,Apple,Macbook512,1376.0,2021-01-03
0000490,Nokia,Nk400,777.0,2022-01-01
0000491,Apple,iphoneSE,616.0,2021-06-22
0000492,Nokia,Nk320,714.0,2022-06-08
0000493,Samsung,galaxy10,736.0,2021-05-01
0000494,Samsung,galaxy12,892.5,2020-05-25
0000495,Samsung,watch320,253.98,2021-12-19
0000496,Apple,iphoneSE,735.0,2021-05-02
0000497,Samsung,galaxy11,858.5,2020-04-29
0000498,Nokia,Nk500,720.0,2020-03-31
0000499,Apple,IpadMini,416.0,2020-03-10
0000500,Apple,IpadMax,435.0,2022-09-12
0000501,Samsung,galaxy10,696.0,2021-09-15
0000502,Nokia,Nk400,665.0,2022-03-28
0000503,Apple,laptop256,1428.0,2020-04-01
0000504,Apple,IpadMax,525.0,2022-03-21
0000505,Apple,laptop256,1526.0,2021-04-23
0000506,Apple,iphone12,1008.0,2021-06-10
0000507,Apple,IpadMax,575.0,2021-04-13
0000508,Apple,iphone13,798.0,2020-09-17
0000509,Nokia,Nk320,606.0,2021-12-05
0000510,Samsung,watch320,271.41,2021-11-04
0000511,Samsung,galaxy11,714.0,2020-11-04
0000512,Nokia,Nk500,885.0,2020-09-26
0000513,Samsung,galaxy12,726.25,2020-07-23
0000514,Nokia,Nk400,819.0,2020-01-01
0000515,Apple,iphoneSE,826.0,2020-09-24
0000516,Samsung,galaxy12,813.75,2020-08-05
0000517,Nokia,Nk500,750.0,2021-06-30
0000518,Nokia,Nk400,833.0,2022-05-07
0000519,Nokia,Nk500,900.0,2020-09-13
0000520,Samsung,galaxy13,900.0,2020-12-17
0000521,Nokia,Nk400,679.0,2020-10-18
0000522,Samsung,galaxy13,828.0,2022-09-07
0000523,Samsung,watch340,294.0,2022-08-12
0000524,Nokia,Nk400,658.0,2022-01-15
0000525,Apple,iphoneSE,630.0,2020-10-22
0000526,Nokia,Nk400,602.0,2020-10-19
0000527,Nokia,Nk500,765.0,2020-09-12
0000528,Samsung,galaxy11,858.5,2022-10-22
0000529,Nokia,Nk400,791.0,2021-02-07
0000530,Apple,iphone11,752.0,2020-04-30
0000531,Samsung,galaxy12,857.5,2021-11-21
0000532,Nokia,Nk320,642.0,2020-01-11
0000533,Samsung,galaxy12,980.0,2022-07-17
0000534,Nokia,Nk500,802.5,2021-01-17
0000535,Samsung,galaxy13,963.0,2022-02-25
0000536,Samsung,watch340,240.0,2020-03-02
0000537,Samsung,galaxy11,739.5,2022-11-16
0000538,Apple,iphone11,752.0,2020-11-12
0000539,Samsung,watch320,293.82,2022-04-02
0000540,Nokia,Nk400,679.0,2022-05-05
0000541,Nokia,Nk320,564.0,2021-11-21
0000542,Apple,iphone12,747.0,2020-09-23
0000543,Nokia,Nk400,840.0,2020-07-17
0000544,Apple,laptop256,1512.0,2021-06-10
0000545,Nokia,Nk320,618.0,2020-01-22
0000546,Apple,IpadMax,435.0,2020-02-07
0000547,Apple,IpadMini,376.0,2022-05-12
0000548,Apple,iphone13,1054.5,2020-11-04
0000549,Apple,IpadMax,515.0,2022-06-14
0000550,Apple,iphone13,912.0,2020-01-09
0000551,Samsung,galaxy13,747.0,2020-01-24
0000552,Nokia,Nk320,534.0,2020-04-12
0000553,Nokia,Nk320,540.0,2020-08-20
0000554,Apple,iphone13,1007.0,2020-04-21
0000555,Apple,iphone13,1073.5,2020-12-03
